record_id,text,label,original_job_field,job_title,job_description_clean,key_responsibilities_clean,required_skills_clean,source_row_number,source_url
JD0347,theatre director the primary creative leader of a theatrical production. they are responsible for unifying all elements acting design text to create a cohesive artistic vision. select or be assigned a script play or musical . develop the central artistic concept or vision for the production. cast the actors and lead all rehearsals. collaborate with designers set light sound costume to ensure a unified production. strong leadership and communication skills. deep knowledge of dramatic text and theatre history. ability to collaborate and synthesize ideas. directing portfolio mfa in directing is common.,"Arts, Media, Education & Public Service",Performing Arts (Theatre),Theatre Director,the primary creative leader of a theatrical production. they are responsible for unifying all elements acting design text to create a cohesive artistic vision.,select or be assigned a script play or musical . develop the central artistic concept or vision for the production. cast the actors and lead all rehearsals. collaborate with designers set light sound costume to ensure a unified production.,strong leadership and communication skills. deep knowledge of dramatic text and theatre history. ability to collaborate and synthesize ideas. directing portfolio mfa in directing is common.,347,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0348,stage manager the primary organizational and communications hub of a production. they manage scheduling run rehearsals and are responsible for calling all technical cues lights sound during the live performance. create and manage the rehearsal schedule. document all actor blocking and technical cues in a prompt book. act as the primary liaison between the director designers and actors. call the show by giving cues to light and sound board operators. extreme organization and attention to detail. ability to stay calm under pressure. strong communication and leadership skills. certification or degree in stage management.,"Arts, Media, Education & Public Service",Performing Arts (Theatre),Stage Manager,the primary organizational and communications hub of a production. they manage scheduling run rehearsals and are responsible for calling all technical cues lights sound during the live performance.,create and manage the rehearsal schedule. document all actor blocking and technical cues in a prompt book. act as the primary liaison between the director designers and actors. call the show by giving cues to light and sound board operators.,extreme organization and attention to detail. ability to stay calm under pressure. strong communication and leadership skills. certification or degree in stage management.,348,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0349,lighting designer designs the lighting for a production. this involves selecting instruments positioning and color and creating a light plot to create atmosphere mood and focus. read the script and collaborate with the director on the lighting concept. design a detailed light plot specifying instrument type and location. attend rehearsals and write lighting cues dimming timing movement . supervise the master electrician during programming and focus. deep knowledge of lighting technology and instruments. understanding of color theory and mood. software for drafting vectorworks and console operation. portfolio of design work.,"Arts, Media, Education & Public Service",Performing Arts (Theatre),Lighting Designer,designs the lighting for a production. this involves selecting instruments positioning and color and creating a light plot to create atmosphere mood and focus.,read the script and collaborate with the director on the lighting concept. design a detailed light plot specifying instrument type and location. attend rehearsals and write lighting cues dimming timing movement . supervise the master electrician during programming and focus.,deep knowledge of lighting technology and instruments. understanding of color theory and mood. software for drafting vectorworks and console operation. portfolio of design work.,349,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0350,sound designer responsible for all audio aspects of a production including ambient soundscapes pre-show music sound effects e.g. a doorbell thunder and microphone systems. read the script and collaborate with the director on the audio concept. source or create all required sound effects and background music. design the speaker plot and microphone system for the theatre. program sound cues into software like qlab for the operator. expertise in audio editing pro tools logic and playback software qlab . knowledge of acoustics microphones and speakers. a good ear and sense of timing.,"Arts, Media, Education & Public Service",Performing Arts (Theatre),Sound Designer,responsible for all audio aspects of a production including ambient soundscapes pre-show music sound effects e.g. a doorbell thunder and microphone systems.,read the script and collaborate with the director on the audio concept. source or create all required sound effects and background music. design the speaker plot and microphone system for the theatre. program sound cues into software like qlab for the operator.,expertise in audio editing pro tools logic and playback software qlab . knowledge of acoustics microphones and speakers. a good ear and sense of timing.,350,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0351,costume designer designs all clothing and accessories costumes worn by the actors in a production helping to define the character period and style of the show. analyze the script to determine costume requirements period style character . sketch costume designs renderings for each character. source fabrics and materials collaborate with the costume shop to build garments. oversee costume fittings with actors. strong knowledge of fashion history and garment construction. excellent drawing/rendering skills. creativity and research skills. portfolio of designs mfa in costume design common.,"Arts, Media, Education & Public Service",Performing Arts (Theatre),Costume Designer,designs all clothing and accessories costumes worn by the actors in a production helping to define the character period and style of the show.,analyze the script to determine costume requirements period style character . sketch costume designs renderings for each character. source fabrics and materials collaborate with the costume shop to build garments. oversee costume fittings with actors.,strong knowledge of fashion history and garment construction. excellent drawing/rendering skills. creativity and research skills. portfolio of designs mfa in costume design common.,351,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0352,props master properties responsible for acquiring creating and managing all props any object handled by an actor on stage as well as set dressing furniture . read the script and create a detailed props list. source props by buying renting borrowing or building them. manage the props budget and workshop. create a props run sheet for the stage crew to track props during the show. wide range of craft skills woodworking upholstery painting sewing . extreme resourcefulness and organization. budget management skills.,"Arts, Media, Education & Public Service",Performing Arts (Theatre),Props Master (Properties),responsible for acquiring creating and managing all props any object handled by an actor on stage as well as set dressing furniture .,read the script and create a detailed props list. source props by buying renting borrowing or building them. manage the props budget and workshop. create a props run sheet for the stage crew to track props during the show.,wide range of craft skills woodworking upholstery painting sewing . extreme resourcefulness and organization. budget management skills.,352,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0353,technical director td manages the technical operations of a theatre primarily focusing on the build and installation of the scenery. they translate the set designer s drawings into a structural reality. analyze the set designer s plans for feasibility and budget. create technical draftings construction plans for the scene shop. manage the scene shop budget materials purchasing and carpentry staff. oversee the safe installation load-in of the set into the theatre. expert knowledge of structural engineering and construction. advanced carpentry and welding skills. budget management and leadership skills. bfa or mfa in technical direction.,"Arts, Media, Education & Public Service",Performing Arts (Theatre),Technical Director (TD),manages the technical operations of a theatre primarily focusing on the build and installation of the scenery. they translate the set designer s drawings into a structural reality.,analyze the set designer s plans for feasibility and budget. create technical draftings construction plans for the scene shop. manage the scene shop budget materials purchasing and carpentry staff. oversee the safe installation load-in of the set into the theatre.,expert knowledge of structural engineering and construction. advanced carpentry and welding skills. budget management and leadership skills. bfa or mfa in technical direction.,353,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0354,playwright the artist who writes the script for a play including the dialogue stage directions and dramatic structure. conceive and write original dramatic texts. create compelling characters plot and dialogue. workshop new plays with directors and actors. submit scripts to theatres agents and competitions. exceptional writing ability specifically in dialogue and dramatic structure. creativity and persistence. ability to accept and integrate feedback. mfa in playwriting is common.,"Arts, Media, Education & Public Service",Performing Arts (Theatre),Playwright,the artist who writes the script for a play including the dialogue stage directions and dramatic structure.,conceive and write original dramatic texts. create compelling characters plot and dialogue. workshop new plays with directors and actors. submit scripts to theatres agents and competitions.,exceptional writing ability specifically in dialogue and dramatic structure. creativity and persistence. ability to accept and integrate feedback. mfa in playwriting is common.,354,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0355,dramaturg the in-house literary and research expert for a theatre or specific production. they provide context research and critical analysis to the director actors and audience. conduct in-depth historical and literary research for a play. assist the director in interpreting the script s themes and structure. write program notes and lobby display materials for the audience. help the theatre select its season of plays. deep academic knowledge of theatre history and dramatic literature. exceptional research and writing skills. analytical and critical thinking skills. master s or phd in theatre studies or dramaturgy.,"Arts, Media, Education & Public Service",Performing Arts (Theatre),Dramaturg,the in-house literary and research expert for a theatre or specific production. they provide context research and critical analysis to the director actors and audience.,conduct in-depth historical and literary research for a play. assist the director in interpreting the script s themes and structure. write program notes and lobby display materials for the audience. help the theatre select its season of plays.,deep academic knowledge of theatre history and dramatic literature. exceptional research and writing skills. analytical and critical thinking skills. master s or phd in theatre studies or dramaturgy.,355,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0356,choreographer designs and directs the dance movements and routines in a production whether for concert dance ballet modern a musical a music video or a film. conceive and create original dance sequences and movement vocabulary. audition and cast dancers. teach choreography to performers and lead dance rehearsals. collaborate with the director and designers on the overall artistic vision. expert-level training in one or more dance techniques. strong creative vision and teaching skills. understanding of music rhythm and spatial relations. professional dance and choreography experience.,"Arts, Media, Education & Public Service",Performing Arts (General),Choreographer,designs and directs the dance movements and routines in a production whether for concert dance ballet modern a musical a music video or a film.,conceive and create original dance sequences and movement vocabulary. audition and cast dancers. teach choreography to performers and lead dance rehearsals. collaborate with the director and designers on the overall artistic vision.,expert-level training in one or more dance techniques. strong creative vision and teaching skills. understanding of music rhythm and spatial relations. professional dance and choreography experience.,356,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0357,dancer a performer who uses their body and movement to express ideas and stories typically as part of a company ballet contemporary or in a commercial production musical music video . attend daily technique classes to maintain peak physical condition. learn and rehearse choreography from a choreographer. perform routines precisely and expressively. audition regularly for new roles or productions. elite-level technical training in a specific dance style. physical stamina flexibility and strength. musicality discipline and resilience.,"Arts, Media, Education & Public Service",Performing Arts (General),Dancer,a performer who uses their body and movement to express ideas and stories typically as part of a company ballet contemporary or in a commercial production musical music video .,attend daily technique classes to maintain peak physical condition. learn and rehearse choreography from a choreographer. perform routines precisely and expressively. audition regularly for new roles or productions.,elite-level technical training in a specific dance style. physical stamina flexibility and strength. musicality discipline and resilience.,357,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0358,casting director manages the audition process for a film tv or theatre production. they work with the director to find the best actors for each role. read the script and create character breakdowns role descriptions . schedule and run auditions reviewing hundreds of actors. recommend a shortlist of actors to the director and producers. negotiate initial contracts and availability with agents. deep knowledge of the acting talent pool. strong intuition for talent and character. organization and negotiation skills. member of the casting society of america csa .,"Arts, Media, Education & Public Service",Performing Arts (General),Casting Director,manages the audition process for a film tv or theatre production. they work with the director to find the best actors for each role.,read the script and create character breakdowns role descriptions . schedule and run auditions reviewing hundreds of actors. recommend a shortlist of actors to the director and producers. negotiate initial contracts and availability with agents.,deep knowledge of the acting talent pool. strong intuition for talent and character. organization and negotiation skills. member of the casting society of america csa .,358,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0359,musician orchestral a highly trained instrumentalist who performs as part of a symphony orchestra. they must play their specific part perfectly in sync with a large ensemble. practice their instrument e.g. violin flute trumpet daily. rehearse complex musical scores with the full orchestra. follow the conductor s direction precisely regarding tempo dynamics and articulation. perform in public concerts. virtuosic mastery of a specific musical instrument. exceptional sight-reading skills. ability to play collaboratively within an ensemble. bachelor s or master s degree in music performance.,"Arts, Media, Education & Public Service",Performing Arts (Music),Musician (Orchestral),a highly trained instrumentalist who performs as part of a symphony orchestra. they must play their specific part perfectly in sync with a large ensemble.,practice their instrument e.g. violin flute trumpet daily. rehearse complex musical scores with the full orchestra. follow the conductor s direction precisely regarding tempo dynamics and articulation. perform in public concerts.,virtuosic mastery of a specific musical instrument. exceptional sight-reading skills. ability to play collaboratively within an ensemble. bachelor s or master s degree in music performance.,359,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0360,conductor maestro the artistic leader of an orchestra or choir. they use physical gestures conducting to unify the ensemble set the tempo and shape the artistic interpretation of a musical work. study musical scores in-depth to develop an artistic interpretation. lead orchestra rehearsals correcting timing pitch and dynamics. conduct the ensemble during live performances. often acts as the orchestra s music director choosing the season s programming. expert knowledge of music theory history and instrumentation. expressive physical gesture and strong leadership skills. a good ear for pitch and harmony. master s or doctorate in conducting.,"Arts, Media, Education & Public Service",Performing Arts (Music),Conductor (Maestro),the artistic leader of an orchestra or choir. they use physical gestures conducting to unify the ensemble set the tempo and shape the artistic interpretation of a musical work.,study musical scores in-depth to develop an artistic interpretation. lead orchestra rehearsals correcting timing pitch and dynamics. conduct the ensemble during live performances. often acts as the orchestra s music director choosing the season s programming.,expert knowledge of music theory history and instrumentation. expressive physical gesture and strong leadership skills. a good ear for pitch and harmony. master s or doctorate in conducting.,360,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0361,composer an artist who creates original music. this can include writing scores for orchestras film/tv video games or writing songs for bands or theatrical musicals. conceive and write original musical compositions melody harmony rhythm . notate music using software like sibelius or finale or by hand. orchestrate music for specific instruments. collaborate with directors lyricists or producers. mastery of music theory harmony and orchestration. proficiency with a primary instrument usually piano . creativity and discipline. degree in music composition.,"Arts, Media, Education & Public Service",Performing Arts (Music),Composer,an artist who creates original music. this can include writing scores for orchestras film/tv video games or writing songs for bands or theatrical musicals.,conceive and write original musical compositions melody harmony rhythm . notate music using software like sibelius or finale or by hand. orchestrate music for specific instruments. collaborate with directors lyricists or producers.,mastery of music theory harmony and orchestration. proficiency with a primary instrument usually piano . creativity and discipline. degree in music composition.,361,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0362,music producer oversees the entire process of creating a song or album acting as the creative project manager. they guide the artist s vision and manage the technical recording process. collaborate with artists to shape the song s arrangement and instrumentation. manage the studio recording budget and schedule. coach the artist and musicians during recording sessions. supervise the audio engineer during mixing and mastering. strong musical ear and understanding of song structure. technical knowledge of studio recording. project management and interpersonal skills. expertise in a specific genre pop rock hip-hop .,"Arts, Media, Education & Public Service",Performing Arts (Music),Music Producer,oversees the entire process of creating a song or album acting as the creative project manager. they guide the artist s vision and manage the technical recording process.,collaborate with artists to shape the song s arrangement and instrumentation. manage the studio recording budget and schedule. coach the artist and musicians during recording sessions. supervise the audio engineer during mixing and mastering.,strong musical ear and understanding of song structure. technical knowledge of studio recording. project management and interpersonal skills. expertise in a specific genre pop rock hip-hop .,362,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0363,audio engineer recording the technical specialist responsible for recording mixing and mastering audio. they operate the studio equipment microphones mixing boards software to capture the highest quality sound. select and place microphones to record instruments and vocals. operate a digital audio workstation daw like pro tools. mix the track balancing levels adding effects reverb eq and polishing the sound. master the final track for distribution. technical mastery of daws pro tools logic pro . deep understanding of acoustics signal flow and audio effects. patience and extreme attention to sonic detail.,"Arts, Media, Education & Public Service",Performing Arts (Music),Audio Engineer (Recording),the technical specialist responsible for recording mixing and mastering audio. they operate the studio equipment microphones mixing boards software to capture the highest quality sound.,select and place microphones to record instruments and vocals. operate a digital audio workstation daw like pro tools. mix the track balancing levels adding effects reverb eq and polishing the sound. master the final track for distribution.,technical mastery of daws pro tools logic pro . deep understanding of acoustics signal flow and audio effects. patience and extreme attention to sonic detail.,363,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0364,a r representative artist repertoire. this person works for a record label and is responsible for scouting discovering and signing new musical talent to the label. scout new talent by attending live shows listening to demos and monitoring online buzz. sign promising artists to recording contracts. act as the artist s primary liaison within the record label. guide the artist s creative and career development. a strong ear for commercially viable music. networking and relationship-building skills. negotiation skills. deep knowledge of the music industry.,"Arts, Media, Education & Public Service",Performing Arts (Music),A&R Representative,artist repertoire. this person works for a record label and is responsible for scouting discovering and signing new musical talent to the label.,scout new talent by attending live shows listening to demos and monitoring online buzz. sign promising artists to recording contracts. act as the artist s primary liaison within the record label. guide the artist s creative and career development.,a strong ear for commercially viable music. networking and relationship-building skills. negotiation skills. deep knowledge of the music industry.,364,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0365,tour manager manages all the logistics for a musical act while they are on tour. they are the road boss responsible for travel finances and scheduling. book all travel accommodation and ground transport for the band and crew. manage the tour budget and distribute per diems daily cash to the band. coordinate with venue managers to ensure all technical and hospitality needs riders are met. ensure the band gets to every show on time. extreme logistical organization and crisis-management skills. budgeting and basic accounting skills. stamina and ability to work long hours with difficult personalities.,"Arts, Media, Education & Public Service",Performing Arts (Music),Tour Manager,manages all the logistics for a musical act while they are on tour. they are the road boss responsible for travel finances and scheduling.,book all travel accommodation and ground transport for the band and crew. manage the tour budget and distribute per diems daily cash to the band. coordinate with venue managers to ensure all technical and hospitality needs riders are met. ensure the band gets to every show on time.,extreme logistical organization and crisis-management skills. budgeting and basic accounting skills. stamina and ability to work long hours with difficult personalities.,365,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0366,music publisher manages the copyrights for musical compositions lyrics and melody . they work to get an artist s songs placed in movies ads or recorded by other artists and then collect the royalties. administer the copyright catalog for songwriters. pitch songs to film supervisors ad agencies and other artists. negotiate synchronization sync licenses for media use. track collect and pay out royalties to the songwriter. strong understanding of music copyright law. sales and networking skills. meticulous administrative skills.,"Arts, Media, Education & Public Service",Performing Arts (Music),Music Publisher,manages the copyrights for musical compositions lyrics and melody . they work to get an artist s songs placed in movies ads or recorded by other artists and then collect the royalties.,administer the copyright catalog for songwriters. pitch songs to film supervisors ad agencies and other artists. negotiate synchronization sync licenses for media use. track collect and pay out royalties to the songwriter.,strong understanding of music copyright law. sales and networking skills. meticulous administrative skills.,366,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0367,animator 3d/2d creates the illusion of motion by sequencing images or digital models. 3d animators work for film/games pixar ea while 2d animators work on traditional or motion graphics. use software like maya blender or toon boom harmony to animate characters. follow storyboards and direction to create character performance and movement. manipulate digital models frame-by-frame to convey weight physics and emotion. mastery of animation software. strong understanding of the 12 principles of animation physics and acting. patience and attention to detail. a professional demo reel is mandatory.,"Arts, Media, Education & Public Service",Media & Production,Animator (3D/2D),creates the illusion of motion by sequencing images or digital models. 3d animators work for film/games pixar ea while 2d animators work on traditional or motion graphics.,use software like maya blender or toon boom harmony to animate characters. follow storyboards and direction to create character performance and movement. manipulate digital models frame-by-frame to convey weight physics and emotion.,mastery of animation software. strong understanding of the 12 principles of animation physics and acting. patience and attention to detail. a professional demo reel is mandatory.,367,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0368,storyboard artist a visual artist who translates a script into a series of comic-book-like panels a storyboard . this sequence visually plans the film animation or commercial shot by shot. read the script and visualize the action. draw quick sketches of key scenes showing character position camera angles and motion. collaborate with the director to refine the visual narrative flow. ensure the story is clear and the pacing works visually. exceptional and fast drawing skills. deep understanding of cinematic language camera angles composition editing . storytelling skills. portfolio/reel of storyboard work.,"Arts, Media, Education & Public Service",Media & Production,Storyboard Artist,a visual artist who translates a script into a series of comic-book-like panels a storyboard . this sequence visually plans the film animation or commercial shot by shot.,read the script and visualize the action. draw quick sketches of key scenes showing character position camera angles and motion. collaborate with the director to refine the visual narrative flow. ensure the story is clear and the pacing works visually.,exceptional and fast drawing skills. deep understanding of cinematic language camera angles composition editing . storytelling skills. portfolio/reel of storyboard work.,368,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0369,concept artist a highly skilled designer who creates the initial look and feel for films video games or animations. they design the characters creatures vehicles and environments before they are built in 3d. brainstorm and iterate on dozens of visual ideas sketches speed paintings . design characters settings and props based on the script or game design doc. create highly polished keyframe paintings of important scenes. visually solve design problems for the production team. elite drawing and painting skills digital or traditional . high level of creativity and imagination. expertise in photoshop. a stunning professional portfolio is required.,"Arts, Media, Education & Public Service",Media & Production,Concept Artist,a highly skilled designer who creates the initial look and feel for films video games or animations. they design the characters creatures vehicles and environments before they are built in 3d.,brainstorm and iterate on dozens of visual ideas sketches speed paintings . design characters settings and props based on the script or game design doc. create highly polished keyframe paintings of important scenes. visually solve design problems for the production team.,elite drawing and painting skills digital or traditional . high level of creativity and imagination. expertise in photoshop. a stunning professional portfolio is required.,369,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0370,film director the primary creative force behind a film. they are responsible for making all artistic decisions guiding the actors performances and managing the overall vision of the movie. develop or select a screenplay. define the artistic vision and style of the film. collaborate with the cinematographer production designer and editor. direct actors on set to achieve the desired performance. oversee the editing process post-production . strong leadership and communication skills. a clear artistic vision. deep knowledge of storytelling cinematography and acting. a portfolio of directed short films or features a reel .,"Arts, Media, Education & Public Service",Media & Production,Film Director,the primary creative force behind a film. they are responsible for making all artistic decisions guiding the actors performances and managing the overall vision of the movie.,develop or select a screenplay. define the artistic vision and style of the film. collaborate with the cinematographer production designer and editor. direct actors on set to achieve the desired performance. oversee the editing process post-production .,strong leadership and communication skills. a clear artistic vision. deep knowledge of storytelling cinematography and acting. a portfolio of directed short films or features a reel .,370,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0371,cinematographer dp the director of photography. this artist is responsible for the look of the film managing the camera lighting and composition of every shot. collaborate with the director to translate the script s mood into a visual style. select all cameras lenses and filters for the production. design the lighting plan for every scene. manage the camera and lighting crews during filming. mastery of camera technology and lighting techniques. a strong eye for composition and color. leadership skills. a professional demo reel is required.,"Arts, Media, Education & Public Service",Media & Production,Cinematographer (DP),the director of photography. this artist is responsible for the look of the film managing the camera lighting and composition of every shot.,collaborate with the director to translate the script s mood into a visual style. select all cameras lenses and filters for the production. design the lighting plan for every scene. manage the camera and lighting crews during filming.,mastery of camera technology and lighting techniques. a strong eye for composition and color. leadership skills. a professional demo reel is required.,371,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0372,video editor assembles raw video footage audio and graphics to create a polished final product. they are storytellers who use technical skill to shape the pacing tone and narrative. import and organize raw footage and media assets. cut and sequence footage to create a compelling narrative. perform color correction and audio mixing. add graphics titles and effects. export the final video in the required formats. expertise in editing software adobe premiere pro final cut pro davinci resolve . strong sense of storytelling pacing and rhythm. attention to detail. a professional demo reel is required.,"Arts, Media, Education & Public Service",Media & Production,Video Editor,assembles raw video footage audio and graphics to create a polished final product. they are storytellers who use technical skill to shape the pacing tone and narrative.,import and organize raw footage and media assets. cut and sequence footage to create a compelling narrative. perform color correction and audio mixing. add graphics titles and effects. export the final video in the required formats.,expertise in editing software adobe premiere pro final cut pro davinci resolve . strong sense of storytelling pacing and rhythm. attention to detail. a professional demo reel is required.,372,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0373,vfx artist visual effects a digital artist who creates or composites photorealistic imagery that would be impossible or too dangerous to film in real life e.g. explosions monsters fantasy environments . integrate computer-generated imagery cgi seamlessly into live-action footage. specialize in areas like modeling texturing lighting or compositing. use software like nuke maya houdini to create visual effects. remove wires rigs or unwanted objects from a shot. mastery of specialized vfx software. a keen eye for photorealism light and physics. extreme attention to detail. a professional demo reel showcasing specific skills.,"Arts, Media, Education & Public Service",Media & Production,VFX Artist (Visual Effects),a digital artist who creates or composites photorealistic imagery that would be impossible or too dangerous to film in real life e.g. explosions monsters fantasy environments .,integrate computer-generated imagery cgi seamlessly into live-action footage. specialize in areas like modeling texturing lighting or compositing. use software like nuke maya houdini to create visual effects. remove wires rigs or unwanted objects from a shot.,mastery of specialized vfx software. a keen eye for photorealism light and physics. extreme attention to detail. a professional demo reel showcasing specific skills.,373,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0374,game designer the primary creative architect of a video game. they design the fun creating the rules systems story and player experience of the game. design the core gameplay mechanics levels and narrative. write the game design document gdd to outline the vision. script gameplay events and balance game difficulty. collaborate with artists and programmers to build the game. creativity and strong analytical skills. deep knowledge of game systems and player psychology. technical scripting skills. portfolio of game projects or mods.,"Arts, Media, Education & Public Service",Media & Production,Game Designer,the primary creative architect of a video game. they design the fun creating the rules systems story and player experience of the game.,design the core gameplay mechanics levels and narrative. write the game design document gdd to outline the vision. script gameplay events and balance game difficulty. collaborate with artists and programmers to build the game.,creativity and strong analytical skills. deep knowledge of game systems and player psychology. technical scripting skills. portfolio of game projects or mods.,374,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0375,screenwriter the author of the screenplay script for a film or television show creating the characters dialogue and plot structure. conceive and outline a story plot structure character arcs . write the complete screenplay in industry-standard format. pitch ideas and completed scripts to producers and studios. re-write and edit scripts based on producer or director feedback. exceptional writing ability especially in dialogue and story structure. creativity and persistence. knowledge of screenplay format. portfolio of completed scripts.,"Arts, Media, Education & Public Service",Media & Production,Screenwriter,the author of the screenplay script for a film or television show creating the characters dialogue and plot structure.,conceive and outline a story plot structure character arcs . write the complete screenplay in industry-standard format. pitch ideas and completed scripts to producers and studios. re-write and edit scripts based on producer or director feedback.,exceptional writing ability especially in dialogue and story structure. creativity and persistence. knowledge of screenplay format. portfolio of completed scripts.,375,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0376,sound designer film/game responsible for the entire auditory world of a film or game except the music. this includes creating sound effects recording dialogue adr and mixing the final soundtrack. create custom sound effects e.g. footsteps creature sounds lasers . edit and clean dialogue recorded on set. oversee the recording of foley re-created sounds . mix all audio elements dialogue effects music into the final soundtrack. mastery of daws pro tools . field recording skills. a creative and technical ear for sound. audio engineering degree or equivalent experience.,"Arts, Media, Education & Public Service",Media & Production,Sound Designer (Film/Game),responsible for the entire auditory world of a film or game except the music. this includes creating sound effects recording dialogue adr and mixing the final soundtrack.,create custom sound effects e.g. footsteps creature sounds lasers . edit and clean dialogue recorded on set. oversee the recording of foley re-created sounds . mix all audio elements dialogue effects music into the final soundtrack.,mastery of daws pro tools . field recording skills. a creative and technical ear for sound. audio engineering degree or equivalent experience.,376,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0377,author / writer fiction creates original works of narrative fiction such as novels or short stories for publication and entertainment. conceive outline and write long-form original narratives. create compelling characters plot and worlds. edit and revise manuscripts multiple times. work with literary agents and editors to publish their work. exceptional creative writing and storytelling skills. self-discipline and persistence. strong grasp of language and narrative structure. a portfolio of completed manuscripts.,"Arts, Media, Education & Public Service",Literary Arts,Author / Writer (Fiction),creates original works of narrative fiction such as novels or short stories for publication and entertainment.,conceive outline and write long-form original narratives. create compelling characters plot and worlds. edit and revise manuscripts multiple times. work with literary agents and editors to publish their work.,exceptional creative writing and storytelling skills. self-discipline and persistence. strong grasp of language and narrative structure. a portfolio of completed manuscripts.,377,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0378,poet an artist who uses language rhythm and metaphor to create works of poetry. they may publish in journals perform live slam poetry or publish collections chapbooks . write and revise original poetry. curate poems into collections manuscripts or chapbooks . submit work to literary magazines and presses. perform poetry at live readings. mastery of language metaphor and rhythm. a unique creative voice. deep knowledge of poetic forms and literary history. mfa in creative writing poetry is common.,"Arts, Media, Education & Public Service",Literary Arts,Poet,an artist who uses language rhythm and metaphor to create works of poetry. they may publish in journals perform live slam poetry or publish collections chapbooks .,write and revise original poetry. curate poems into collections manuscripts or chapbooks . submit work to literary magazines and presses. perform poetry at live readings.,mastery of language metaphor and rhythm. a unique creative voice. deep knowledge of poetic forms and literary history. mfa in creative writing poetry is common.,378,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0379,editor acquisitions works for a publishing house and is responsible for finding acquiring buying and developing books for publication. they are the author s primary advocate at the publisher. read and evaluate manuscripts submitted by agents. champion promising books and bid to acquire publishing rights. perform developmental edits big picture story/structure with the author. manage the book project from manuscript to final publication. strong editorial judgment and commercial instincts. negotiation skills. deep knowledge of the book market and a specific genre.,"Arts, Media, Education & Public Service",Literary Arts,Editor (Acquisitions),works for a publishing house and is responsible for finding acquiring buying and developing books for publication. they are the author s primary advocate at the publisher.,read and evaluate manuscripts submitted by agents. champion promising books and bid to acquire publishing rights. perform developmental edits big picture story/structure with the author. manage the book project from manuscript to final publication.,strong editorial judgment and commercial instincts. negotiation skills. deep knowledge of the book market and a specific genre.,379,https://www.kaggle.com/datasets/shivamashokgupta/job-description
JD0380,copy editor a technical editor who reads manuscripts to ensure they are free of errors in grammar spelling punctuation and syntax and that they adhere to a publisher s style guide. read text line-by-line to find and correct grammatical errors. fact-check names dates and statements. ensure consistent style e.g. ap chicago manual of style . prepare the manuscript for the proofreader and typesetter. expert-level mastery of grammar and style guides. extreme attention to detail. ability to focus for long periods. editing certificate or relevant experience.,"Arts, Media, Education & Public Service",Literary Arts,Copy Editor,a technical editor who reads manuscripts to ensure they are free of errors in grammar spelling punctuation and syntax and that they adhere to a publisher s style guide.,read text line-by-line to find and correct grammatical errors. fact-check names dates and statements. ensure consistent style e.g. ap chicago manual of style . prepare the manuscript for the proofreader and typesetter.,expert-level mastery of grammar and style guides. extreme attention to detail. ability to focus for long periods. editing certificate or relevant experience.,380,https://www.kaggle.com/datasets/shivamashokgupta/job-description
